YEAR,QUARTER,ID,INDUSTRY,TBOND.csv1,TBOND.csv2,TBOND.csv3,TBOND.csv4,TBOND.csv5,TBOND.csv6,TBOND.csvGA,TBOND.csvGB,
1968,4,470,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,471,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,472,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,473,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,474,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,475,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,476,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,510,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,479,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,512,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,513,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,516,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,94,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,517,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,518,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,519,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,99,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,480,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,481,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,483,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,484,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,485,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,486,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,487,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,520,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,488,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,521,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,489,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,523,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,524,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,404,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,525,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,405,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,526,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,406,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,527,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,407,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,528,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,408,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,529,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,409,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,20,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,490,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,491,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,493,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,494,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,495,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,496,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,497,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,530,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,410,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,498,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,531,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,411,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,499,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,532,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,412,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,533,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,413,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,534,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,414,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,535,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,415,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,536,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,416,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,537,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,417,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,538,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,418,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,539,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,30,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,35,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,540,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,420,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,541,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,421,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,542,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,422,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,543,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,423,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,544,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,424,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,545,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,425,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,546,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,426,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,427,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,548,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,428,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,549,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,429,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,40,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,550,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,430,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,431,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,552,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,432,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,553,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,433,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,554,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,434,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,555,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,435,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,556,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,436,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,557,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,437,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,558,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,438,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,559,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,439,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,560,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,440,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,561,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,442,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,563,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,443,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,564,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,444,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,445,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,566,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,446,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,447,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,568,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,448,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,569,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,60,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,62,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,65,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,570,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,450,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,571,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,451,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,572,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,452,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,574,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,454,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,575,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,455,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,4,576,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
