ID,Date,HOUSING,NGDP,PGDP,UNEMPLOY,INPROD,RGDP,RCON,RINV,RINVRES,RFEDGOV,RGSL,RCBI,CPI,PCON,EMPLOY
181,1993:Q1,1178,6158.8,68.341,7.033333333,111.6,5013.1,3369.9,538.2,202.4,359.7,561.8,35.8,143.1333333,125.7367,109071
182,1993:Q2,1237,6206.9,68.744,6.966666667,110.1666667,5019.5,3398.1,564.9,198,354.3,565.8,8.2,144.2333333,126.5707,109783.6667
183,1993:Q3,1295.333333,6396.3,69.089,6.733333333,110.9,5138,3467.9,593.3,211.2,353.8,584.6,7.3,144.9,127.4028,110330
184,1993:Q4,1456,6510.8,69.495,6.566666667,113.1333333,5212.1,3503.9,623.8,227.2,349.8,590.4,12.7,145.9666667,128.0687,110850
185,1994:Q1,1358.666667,6609.4,69.851,6.566666667,115.0333333,5259,3539.8,634.1,232.2,338,588.9,30.5,146.7333333,128.5214,111396.6667
186,1994:Q2,1438.666667,6683.6,70.184,6.133333333,116.3,5309.2,3557.1,659.1,233.8,337.5,581.2,54,147.7333333,128.8803,112755
187,1994:Q3,1460.666667,6775.9,70.558,6.033333333,118.1333333,5359.2,3583.9,669.2,229.5,342.6,587.8,64.5,149.0333333,129.8948,113813
188,1994:Q4,1496,6891.1,70.952,5.6,120.3333333,5426.8,3625.1,708.2,228.7,329.2,591.8,68,149.8333333,130.4488,114716
189,1995:Q1,1303.666667,6982.9,71.356,5.533333333,122.1333333,5471.7,3642,740.1,227.6,326.5,592.1,63,150.9666667,131.2685,115554.3333
190,1995:Q2,1246,7011.8,71.706,5.7,121,5477.3,3666.5,764.6,220.9,324.6,595.4,30.4,152.2333333,131.9596,116159.3333
191,1995:Q3,1389.333333,7113.2,72.027,5.633333333,122.3,5544.6,3701.1,779,227,328.7,599.3,35.3,153,132.3417,116771
192,1995:Q4,1380.666667,7340.4,72.367,5.566666667,122.7666667,6776.5,4614.1,725.3,266.4,456.8,794.4,16.5,153.8,108.1966,117161
193,1996:Q1,1461,7430.7,72.7,5.633333333,123.0333333,6823.6,4653.5,746.3,269.3,464.3,792.5,8,155.1,108.7697,117673.6667
194,1996:Q2,1477.666667,7538.1,72.997,5.433333333,125.1666667,6885.1,4692,744.5,280.8,472.4,804.8,10.3,156.5666667,109.6313,118934
195,1996:Q3,1472.666667,7616,73.352,5.233333333,126.7333333,6929.7,4692.8,776.6,277.4,468.7,805.9,39.6,157.4666667,110.043,119923
196,1996:Q4,1403,7731.7,73.662,5.266666667,127.9,7008.7,4732.3,789.4,276.9,467.1,812.1,31.9,158.7,110.7833,120439.6667
197,1997:Q1,1434.333333,7866,73.992,5.3,118.4666667,7089.4,4806,814.6,280.3,458.8,813.9,46.1,159.7,111.2443,121261
198,1997:Q2,1440.666667,8004.8,74.361,4.9,119.5333333,7139.7,4827.9,837.8,277.1,462,810.4,66.8,160.1333333,112.4678,121812
199,1997:Q3,1436.666667,8131.7,74.581,4.866666667,121.1666667,7221.8,4897.1,873.7,280.2,458.8,814.5,51.5,160.9333333,112.8767,122514.3333
200,1997:Q4,1526,8241.5,74.848,4.666666667,126.0333333,7290.3,4935,866.5,287.1,459.5,819,59.9,161.7666667,113.2591,123464.3333
201,1998:Q1,1586.666667,8332.2,74.924,4.666666667,127.9,7356,4994.6,908.7,298.2,446.4,821.9,77,161.9666667,113.3096,124419
202,1998:Q2,1561,8431.7,75.119,4.366666667,128.2333333,7491,5126.5,957.5,307.9,453.8,841.2,44.7,162.7666667,112.5728,125340.6667
203,1998:Q3,1635.666667,8526.5,75.41,4.533333333,128.2,7559.5,5179.3,958.1,314.3,452.1,847.5,57.2,163.5,112.8155,126085
204,1998:Q4,1688,8672.8,75.613,4.433333333,130.9666667,7670,5237.8,996.5,324.2,461.2,851.7,48.9,164.2666667,113.1605,126798.3333
205,1999:Q1,1789.666667,8807.9,75.859,4.3,132.6333333,7762.5,5331.9,1010.3,336.1,459.8,865,45.2,164.7666667,113.414,127545
206,1999:Q2,1607,8893.3,76.19,4.266666667,134.1,7803.6,5384.7,1038.5,340.1,454.7,865.5,19.4,166.2,114.1809,128158.3333
207,1999:Q3,1651.666667,9276.3,76.472,4.233333333,135.2333333,8882.6,6025.1,1245.4,372.7,538.3,993.4,28.1,167.2666667,104.4962,128853.6667
208,1999:Q4,1646.666667,9477.1,76.863,4.1,138.7,9026.9,6111.2,1241.9,374,560.1,1007.5,65.4,168.4666667,105.1283,129570
209,2000:Q1,1720,9697.2,77.389,4.066666667,141.8666667,9156.6,6225.2,1304.6,382.9,535.2,1029.4,31.1,170.1,106.2649,130444
210,2000:Q2,1603,9937.3,77.841,4,144.1666667,9308.8,6259.6,1426.2,375,559.1,1028.7,60.3,171.6,107.1794,131457.3333
211,2000:Q3,1524.333333,10063.3,78.315,4,145.6666667,9382.2,6330.4,1436.3,363.7,544.2,1024.6,79.9,173.0333333,107.693,131590.3333
212,2000:Q4,1556.333333,10125,78.729,3.966666667,147.4,9401.5,6374.6,1433.6,360,551.9,1037.1,67.1,174.2,108.1731,131902.3333
213,2001:Q1,1637,10243.6,79.232,4.233333333,146.5,9439.9,6422.6,1442.2,361.9,558.6,1046,-7.1,176.0666667,108.9808,132195.6667
214,2001:Q2,1629.666667,10217.6,79.76,4.466666667,143.5,9351.6,6422.5,1324.5,379.6,554.4,1069.7,-26.9,177.4,109.6909,132287.6667
215,2001:Q3,1591,10247.7,80.01,4.766666667,141.5333333,9333.4,6447.8,1279.8,380,561,1068.4,-50.4,177.7,109.4792,132297.3333
216,2001:Q4,1589,10221.6,80.284,5.6,137.7,9315.6,6528.4,1248.4,374.2,572.5,1087,-120.6,177.5,109.7512,131495
217,2002:Q1,1697.666667,10431.3,80.503,5.6,137.6333333,9482.1,6597.5,1226.8,390,591.9,1103.4,-36.2,178.0666667,109.9189,131245.6667
218,2002:Q2,1653.333333,10369.9,80.832,5.9,139.7,9387.9,6544.2,1183.6,388.2,608.6,1096.3,7.9,179.5666667,110.834,130906
219,2002:Q3,1700.333333,10486.1,81.177,5.733333333,140.5666667,9465.2,6610.8,1182.8,385.4,613.1,1098.1,1.9,180.4,111.398,130823.3333
220,2002:Q4,1711.666667,10572.3,81.643,5.866666667,120.2333333,9503.2,6625.7,1183.2,393.6,630.2,1105.3,3.3,181.4666667,111.8946,130826.3333
221,2003:Q1,1750.666667,10697.7,82.047,5.766666667,110.7666667,9556,6660.5,1172.7,407.3,635.5,1103.8,12.8,183.1333333,112.6462,130586.3333
222,2003:Q2,1721.666667,10777.3,82.287,6.166666667,109.6666667,9608.1,6726,1191.7,411.5,668.9,1100.5,-17.9,183.4,112.8635,130125.6667
223,2003:Q3,1860,11038.4,82.738,6.133333333,110.2666667,9797.2,6842.1,1224.9,431.6,671.7,1107.6,9.3,184.4666667,113.5105,129831
224,2003:Q4,2039.333333,11246.3,83.196,5.866666667,112.6333333,10597.1,7474.2,1158.7,529.8,715.4,1200.2,6.1,184.8666667,105.6755,130143.3333
225,2004:Q1,1921.666667,11447.8,83.824,5.633333333,114.3,10708.6,7555.6,1189.8,529.3,732.9,1188.1,15.3,186.4333333,106.615,130285.3333
226,2004:Q2,1912.666667,11649.3,84.515,5.6,116.1666667,10778,7562.5,1198.1,562.3,718.1,1228.7,47.5,188.6,107.7183,131142.3333
227,2004:Q3,1958.666667,11803.5,85.06,5.433333333,116.5,10883.4,7658.9,1241.7,567.9,726.1,1226.9,48.1,189.4666667,107.975,131438
228,2004:Q4,1934,11967,85.714,5.433333333,117.6666667,10975.7,7755.4,1276.3,566.3,729.5,1224.9,45.8,191.0666667,108.674,132119.3333
229,2005:Q1,2063.666667,12182.7,86.368,5.266666667,118.2,11078.2,7814.2,1303,578.6,729.8,1226.8,80.2,192.1666667,109.3049,132780.6667
230,2005:Q2,2017,12376.2,86.977,5.1,118.8666667,11092,7828.3,1279.5,597.9,734.2,1247.2,-6.4,194.1333333,110.8325,133392.3333
231,2005:Q3,2053,12589.6,87.794,5,119.0333333,11193.2,7904.7,1298.4,606.3,749.9,1249.8,-16.6,196.5666667,111.8322,133942
232,2005:Q4,2023.333333,12735.3,88.489,4.966666667,108.9,11233.5,7930.2,1314.2,615.2,736.1,1249.8,25.7,198.1333333,112.5684,134272.6667
233,2006:Q1,2118.666667,13020.9,89.101,4.733333333,110.8,11381.4,8032,1364.6,618.2,764,1249.3,21.9,199.3,113.1873,134773
234,2006:Q2,1885.333333,13193.9,89.845,4.633333333,112.5333333,11385.3,8053,1297.5,608.5,738.7,1251.1,52.6,201.7333333,114.5946,135134.6667
235,2006:Q3,1744,13308.3,90.505,4.7,113.4333333,11432.9,8116.2,1330,572.5,739.8,1260.8,50.7,203.2,115.2695,135489
236,2006:Q4,1572,13487.2,90.845,4.466666667,112.8,11541.6,8199.2,1332.8,540.7,747.1,1270.5,35.3,202.0666667,115.0027,136025.3333
237,2007:Q1,1483.666667,13632.6,91.777,4.5,112.5,11549.1,8273.6,1330.2,515.1,741.5,1278.9,14.5,204.0683333,115.9084,137430
238,2007:Q2,1489.666667,13755.9,92.339,4.5,113.0333333,11507.9,8241.4,1347.6,494.2,752.3,1263.1,23.3,207.0566667,117.3575,137851
239,2007:Q3,1301,13926.7,92.725,4.633333333,114.2333333,11630.7,8305.3,1382.7,463.9,763.5,1269.8,15.7,208.0193333,117.8236,138141.3333
240,2007:Q4,1140.666667,14080.8,93.15,4.8,113.9666667,11677.4,8342.7,1412.7,432.7,764.5,1282,10.3,210.5043333,119.0022,138461
241,2008:Q1,1008,14185.2,93.569,4.933333333,113.3333333,11693.1,8369.1,1398.8,398.8,773.7,1280.1,-10.2,212.796,120.0476,137980.3333
242,2008:Q2,1024.333333,14256.5,93.935,5.333333333,111.2666667,11700.6,8347.5,1431.3,367.1,785.2,1271.7,-62.2,215.426,121.525,137737.3333
243,2008:Q3,892.3333333,14429.2,94.654,5.966666667,109.8,11720,8275.2,1428.3,350.5,810.8,1278.9,-38.5,218.958,123.1475,137468.6667
244,2008:Q4,655.3333333,14264.6,94.896,6.833333333,105.6666667,11599.4,8186.9,1352.2,330.7,822.3,1277.2,-25.8,213.7533333,121.2938,136185
245,2009:Q1,519.6666667,14075.5,94.959,8.066666667,99.46666667,11340.9,8214.2,1190.6,294.2,816.1,1259.7,-103.7,212.6316667,121.2011,133789
246,2009:Q2,524,14149.8,94.856,9.266666667,96.1,12892.4,9180.5,1290.6,337.4,1022.4,1542.6,-141.1,213.3353333,108.8067,132085.6667
247,2009:Q3,589.6666667,14301.5,94.912,9.633333333,97.3,13014,9265.1,1280.2,362.9,1043.1,1543.7,-130.8,215.2293333,109.5682,131219.3333
248,2009:Q4,553.3333333,14463.4,95.269,10.06666667,99.43333333,13155,9298.5,1278.1,364.6,1043.5,1544.3,-33.5,217.0586667,110.2382,130918
249,2010:Q1,597.3333333,14601.4,95.491,9.7,101.2333333,13254.7,9372.7,1298.3,352.6,1046.9,1522.1,-5,217.6356667,110.6095,129601
250,2010:Q2,604.6666667,14597.7,95.912,9.7,99.43333333,13216.5,9262.7,1354.7,351.6,1071.6,1501.5,75.7,217.244,110.9137,130400.3333
251,2010:Q3,584.6666667,14730.2,96.251,9.566666667,93.26666667,13260.7,9334.6,1387.2,321.3,1094.4,1498.2,115.5,218.0396667,111.1638,130251.3333
252,2010:Q4,534.3333333,14870.4,96.781,9.6,94.06666667,13382.6,9431.2,1403.1,326,1093.9,1498.4,7.2,219.4653333,111.5998,130571
253,2011:Q1,541.3333333,15006.4,97.276,8.9,94.73333333,13438.8,9486.4,1420.2,322.5,1071.1,1479.3,43.8,222.274,112.6223,130506
254,2011:Q2,570.6666667,15003.8,97.975,9.1,93.06666667,13270.1,9378.9,1400.2,324.1,1059,1453.9,49.6,224.5136667,113.6189,131029.3333
255,2011:Q3,611,15198.6,98.519,9.1,94.13333333,13352.8,9449.5,1467.5,326.3,1063.5,1451.2,-2,226.216,114.3277,131218.6667
256,2011:Q4,656.6666667,15294.3,98.676,8.733333333,94.93333333,13422.4,9481.3,1471.9,333.9,1043.7,1440.7,56,226.9503333,114.5212,131708
257,2012:Q1,683.6666667,15461.8,99.284,8.266666667,96.23333333,13502.4,9550.2,1476.2,349.4,1029.7,1438,69.5,228.3453333,115.3327,132642.3333
258,2012:Q2,728.3333333,15595.9,99.689,8.166666667,97.36666667,13558,9582,1489.3,360.4,1022.2,1457.4,66.3,228.774,115.503,133028.6667
259,2012:Q3,789.3333333,15775.7,100.299,8.066666667,97.26666667,13616.2,9630.3,1478.2,371.6,1046.2,1461.2,34.1,230.0796667,116.0078,133348.3333
260,2012:Q4,903,15829,100.728,7.833333333,97.4,13647.6,9671.9,1506.2,384.3,1004.4,1460.2,20,231.2516667,116.307,133876
261,2013:Q1,947.6666667,16010.2,101.123,7.733333333,99.2,13750.1,9740,1530.3,397.8,983.2,1452.7,50.3,232.1026667,116.6725,135022
262,2013:Q2,867.6666667,16633.4,101.431,7.566666667,98.83333333,15648.7,10690.9,1971,486.2,1168.3,1735.7,56.7,232.0866667,106.9162,135671
263,2013:Q3,886.6666667,16857.6,101.985,7.3,99.43333333,15790.1,10732.3,1979.2,504,1163.2,1742.5,86,233.597,107.3898,136153.6667
264,2013:Q4,993,17102.5,102.551,7,101.0333333,15965.6,10832.8,2013.5,486.5,1125.2,1745.4,127.2,234.1363333,107.5724,136732
265,2014:Q1,911,17149.6,102.931,6.666666667,101.9333333,15946.6,10912.3,2012.1,481.8,1126.9,1737.7,87.4,235.2473333,108.0505,137708.6667
266,2014:Q2,988.6666667,17294.7,103.558,6.233333333,103.4333333,15985.7,10910.5,2079.1,494.2,1115.3,1763.7,93.4,237.01,108.775,138498.3333
267,2014:Q3,1022,17535.4,104.077,6.066666667,104.5333333,16150.6,10960.9,2127.7,497.9,1141.6,1770.6,62.8,237.6566667,109.1133,139185.6667
268,2014:Q4,1042,17710.7,104.184,5.733333333,106.0333333,16311.6,11114.9,2154.8,504.6,1119.7,1775.2,113.1,236.941,108.9735,140024
269,2015:Q1,962.6666667,17710,104.127,5.566666667,105.7333333,16304.8,11173.1,2151.1,505.9,1120.9,1769.8,110.3,235.201,108.4569,141052.6667
270,2015:Q2,1115,17840.5,104.745,5.4,105.3333333,16270.4,11161.7,2185.3,520.7,1108.3,1734.3,110,236.933,109.3722,141629.3333
271,2015:Q3,1179.333333,18034.8,105.06,5.166666667,107.2333333,16394.2,11268.6,2222.1,531.8,1112,1755.5,56.8,237.8653333,109.7217,142243.3333
272,2015:Q4,1127.333333,18128.2,105.097,5,106.5666667,16442.3,11322.5,2214.7,545,1119.4,1753.6,68.6,238,109.7726,142932
273,2016:Q1,1122,18221.1,105.043,4.933333333,105.5,16492.7,11383.2,2179.9,566.7,1113.8,1763.5,60.9,237.9113333,109.9076,143540.6667
274,2016:Q2,1175,18437.6,105.738,4.866666667,103.9333333,16575.1,11482.8,2167.3,591.3,1118.1,1786.8,-8.1,239.409,110.4966,143994.6667
275,2016:Q3,1133.333333,18651.2,106.11,4.933333333,104.5,16702.1,11545.8,2191.2,579.3,1124.6,1778.3,12.6,240.371,110.9148,144597.6667
276,2016:Q4,1213,18860.8,106.703,4.733333333,104.2666667,16804.8,11640.4,2205.5,596.8,1121.1,1792,48.7,242.238,111.5116,145127.6667
277,2017:Q1,1249.666667,19007.3,107.233,4.666666667,104.4666667,16842.4,11679.5,2247.1,615.4,1115.5,1778,10.3,244.122,112.1315,145736.6667
278,2017:Q2,1159.666667,19226.7,107.553,4.366666667,105.1,17010.7,11839.7,2292.4,594.9,1114.6,1785.1,-0.3,243.9313333,112.2714,146200.6667
279,2017:Q3,1154,19495.5,108.134,4.3,104.9333333,17156.9,11922.1,2322.7,585,1116.9,1775.7,35.8,245.1503333,112.6874,146668
280,2017:Q4,1259.666667,19738.9,108.807,4.1,106.6666667,17272.5,12028.1,2365.7,603.4,1127.2,1792.2,9.2,247.32,113.4601,147210.3333
281,2018:Q1,1293.666667,19965.3,109.348,4.1,107.5333333,17385.8,12066.8,2400.8,605,1131,1797.2,33.1,249.442,114.2167,148072.3333
282,2018:Q2,1270,20402.5,110.172,3.9,107.4333333,18507.2,12847.8,2701.5,613.7,1223.4,1944.3,-27.9,250.4683333,108.0123,148666
